ccf_ap	ccf_dv	ccf_lr	allen_ontology
8012.3	4633.1	3684.2	SNr
7994.7	4614.6	3682.6	SNr
8024.8	4614.6	3671.7	SNr
7977.1	4596	3681.1	SNr
8007.2	4596	3670.1	SNr
7989.6	4577.5	3668.6	SNr
8019.7	4577.5	3657.6	SNr
7972	4558.9	3667	SNr
8002.1	4558.9	3656	SNr
7984.5	4540.4	3654.5	SNr
8014.5	4540.4	3643.5	SNr
7966.9	4521.8	3652.9	SNr
7996.9	4521.8	3642	SNr
7979.3	4503.3	3640.4	SNr
8009.4	4503.3	3629.4	SNr
7961.8	4484.8	3638.8	SNr
7974.2	4466.2	3626.3	SNr
8004.3	4466.2	3615.4	SNr
7956.6	4447.7	3624.7	SNr
7986.7	4447.7	3613.8	SNr
7969.1	4429.1	3612.2	SNr
7999.2	4429.1	3601.3	SNr
7951.5	4410.6	3610.7	SNr
7981.6	4410.6	3599.7	SNr
7964	4392	3598.2	SNr
7994	4392	3587.2	SNr
7946.4	4373.5	3596.6	SNr
7976.4	4373.5	3585.6	SNr
7958.9	4354.9	3584.1	SNr
7988.9	4354.9	3573.1	SNr
7941.3	4336.4	3582.5	SNr
7971.3	4336.4	3571.6	SNr
7953.7	4317.9	3570	SNr
7983.8	4317.9	3559	SNr
7936.1	4299.3	3568.4	SNr
7966.2	4299.3	3557.5	SNr
7948.6	4280.8	3555.9	SNr
7978.7	4280.8	3545	SNr
7931	4262.2	3554.3	SNr
7961.1	4262.2	3543.4	SNr
7943.5	4243.7	3541.8	SNr
7973.5	4243.7	3530.9	SNr
7925.9	4225.1	3540.3	ZI
7955.9	4225.1	3529.3	ZI
7938.4	4206.6	3527.7	ZI
7968.4	4206.6	3516.8	ZI
7920.8	4188.1	3526.2	ZI
7950.8	4188.1	3515.2	ZI
7933.2	4169.5	3513.7	ZI
7963.3	4169.5	3502.7	ZI
7915.6	4151	3512.1	ZI
7945.7	4151	3501.2	ZI
7958.2	4132.4	3488.6	ZI
7910.5	4113.9	3498	ZI
7940.6	4113.9	3487.1	ZI
7923	4095.3	3485.5	ZI
