,Time (s),trial_num,rt,firing_rate
3,1107.3789584189349,281,0.30460024851936396,3.1645569620253164
4,1107.4189584189348,281,0.30460024851936396,2.3734177215189876
5,1107.4589584189348,281,0.30460024851936396,1.8987341772151898
6,1107.4989584189348,281,0.30460024851936396,2.5316455696202533
7,1107.5389584189347,281,0.30460024851936396,0.7911392405063291
0,1191.8751368883877,300,0.28442177906663346,0.9493670886075949
1,1191.9151368883877,300,0.28442177906663346,0.9493670886075949
2,1191.9551368883876,300,0.28442177906663346,0.7911392405063291
3,1191.9951368883876,300,0.28442177906663346,2.3734177215189876
4,1192.0351368883876,300,0.28442177906663346,1.5822784810126582
5,1192.0751368883875,300,0.28442177906663346,2.0569620253164556
6,1192.1151368883875,300,0.28442177906663346,1.5822784810126582
7,1192.1551368883875,300,0.28442177906663346,0.0
